Query	GO:EggNOG GO Cellular
jg4	GO:0005737
jg4	GO:0005829
jg4	GO:0043231
jg4	GO:0044444
jg14897	GO:0005618
jg14897	GO:0005737
jg14897	GO:0016021
jg14897	GO:0019866
jg14897	GO:0043231
jg14897	GO:0044444
jg10077	GO:0005737
jg10077	GO:0009579
jg10077	GO:0043231
jg10077	GO:0044444
jg25246	GO:0043231
jg31019	GO:0005737
jg31019	GO:0005829
jg31019	GO:0031410
jg31019	GO:0043231
jg31019	GO:0044444
jg7694	GO:0005737
jg7694	GO:0043231
jg7694	GO:0044444
jg23852	GO:0005737
jg27146	GO:0005737
jg27146	GO:0030956
jg27146	GO:0043231
jg27146	GO:0044444
jg8255	GO:0005737
jg8255	GO:0005783
jg8255	GO:0005794
jg8255	GO:0005829
jg8255	GO:0031410
jg8255	GO:0043231
jg8255	GO:0044444
jg9979	GO:0005737
jg9979	GO:0009579
jg9979	GO:0043231
jg9979	GO:0044444
jg22270	GO:0016021
jg5480	GO:0005737
jg5480	GO:0019866
jg5480	GO:0043231
jg5480	GO:0044444
jg5480	GO:0044455
jg13029	GO:0005737
jg13029	GO:0043231
jg13029	GO:0044444
jg19397	GO:0005737
jg19397	GO:0043231
jg19397	GO:0044444
jg8300	GO:0043231
jg10345	GO:0005737
jg10345	GO:0005783
jg10345	GO:0043231
jg10345	GO:0044444
jg29945	GO:0043231
jg6058	GO:0005737
jg6058	GO:0016021
jg6058	GO:0043231
jg6058	GO:0044444
jg2049	GO:0005618
jg2049	GO:0005737
jg2049	GO:0005783
jg2049	GO:0005829
jg2049	GO:0009579
jg2049	GO:0043231
jg2049	GO:0044444
jg25651	GO:0005737
jg25651	GO:0005829
jg25651	GO:0044444
jg16031	GO:0005737
jg16031	GO:0005829
jg16031	GO:0044444
jg25469	GO:0005694
jg25469	GO:0043231
jg25443	GO:0043231
jg27947	GO:0005737
jg27947	GO:0005829
jg27947	GO:0044444
jg25229	GO:0005737
jg25229	GO:0043231
jg25229	GO:0044444
jg14926	GO:0005737
jg14926	GO:0005783
jg14926	GO:0043231
jg14926	GO:0044444
jg32581	GO:0005618
jg1687	GO:0005737
jg1687	GO:0005829
jg1687	GO:0030529
jg1687	GO:0044444
jg10007	GO:0005694
jg10007	GO:0005737
jg10007	GO:0016021
jg10007	GO:0043231
jg10007	GO:0044444
jg6041	GO:0005737
jg6041	GO:0005829
jg6041	GO:0043231
jg6041	GO:0044444
jg23298	GO:0043231
jg33508	GO:0005737
jg33508	GO:0005829
jg33508	GO:0009925
jg33508	GO:0016021
jg33508	GO:0030529
jg33508	GO:0043231
jg33508	GO:0044444
jg15973	GO:0043231
jg26252	GO:0005737
jg26252	GO:0016021
jg26252	GO:0019866
jg26252	GO:0043231
jg26252	GO:0044444
jg2806	GO:0005737
jg2806	GO:0043231
jg2806	GO:0044444
jg3335	GO:0043231
jg25464	GO:0005737
jg25464	GO:0043231
jg25464	GO:0044444
jg26349	GO:0005737
jg26349	GO:0005794
jg26349	GO:0005829
jg26349	GO:0030529
jg26349	GO:0043231
jg26349	GO:0044444
jg34865	GO:0005737
jg34865	GO:0043231
jg35133	GO:0005737
jg35133	GO:0043231
jg35133	GO:0044444
jg26344	GO:0000151
jg26344	GO:0005737
jg26344	GO:0016021
jg26344	GO:0043231
jg27886	GO:0005737
jg27886	GO:0043231
jg27886	GO:0044444
jg26420	GO:0005618
jg26420	GO:0005737
jg26420	GO:0043231
jg26420	GO:0044444
jg14494	GO:0005635
jg14494	GO:0005737
jg14494	GO:0005783
jg14494	GO:0005829
jg14494	GO:0016021
jg14494	GO:0030176
jg14494	GO:0031301
jg14494	GO:0043231
jg14494	GO:0044444
jg7016	GO:0005737
jg7016	GO:0005829
jg7016	GO:0030529
jg7016	GO:0043231
jg7016	GO:0044444
jg25181	GO:0016021
jg26302	GO:0005737
jg26302	GO:0043231
jg26302	GO:0044444
jg25159	GO:0005737
jg25159	GO:0005829
jg25159	GO:0044444
jg11068	GO:0005737
jg11068	GO:0005794
jg11068	GO:0016021
jg11068	GO:0043231
jg11068	GO:0044444
jg36538	GO:0005737
jg36538	GO:0043231
jg36538	GO:0044444
jg25609	GO:0000151
jg25609	GO:0005737
jg25609	GO:0005829
jg25609	GO:0030529
jg25609	GO:0043231
jg25609	GO:0044444
jg34958	GO:0005737
jg34958	GO:0005794
jg34958	GO:0043231
jg34958	GO:0044444
jg32000	GO:0005737
jg7918	GO:0016021
jg8048	GO:0005737
jg8048	GO:0043231
jg8048	GO:0044444
jg12330	GO:0005737
jg12330	GO:0005794
jg12330	GO:0016021
jg12330	GO:0043231
jg12330	GO:0044444
jg26079	GO:0005737
jg26079	GO:0005794
jg26079	GO:0016021
jg26079	GO:0043231
jg26079	GO:0044444
jg5209	GO:0043231
jg25604	GO:0005737
jg25604	GO:0005829
jg25604	GO:0044444
jg25785	GO:0043231
jg14255	GO:0005737
jg14255	GO:0043231
jg14255	GO:0044444
jg6699	GO:0005737
jg6699	GO:0030529
jg6699	GO:0044444
jg34478	GO:0016021
jg27137	GO:0005737
jg27137	GO:0005829
jg27137	GO:0043231
jg27137	GO:0044444
jg4661	GO:0005737
jg4661	GO:0016021
jg4661	GO:0031301
jg4661	GO:0031968
jg4661	GO:0032592
jg4661	GO:0043231
jg4661	GO:0044444
jg4661	GO:0044455
jg25614	GO:0005618
jg3251	GO:0005737
jg3251	GO:0043231
jg3251	GO:0044444
jg22688	GO:0005737
jg22688	GO:0009579
jg22688	GO:0034357
jg22688	GO:0043231
jg22688	GO:0044436
jg22688	GO:0044444
jg21130	GO:0005737
jg21130	GO:0005829
jg21130	GO:0009579
jg21130	GO:0019866
jg21130	GO:0030529
jg21130	GO:0043231
jg21130	GO:0044444
jg21130	GO:0044455
jg35630	GO:0005737
jg35630	GO:0043231
jg35630	GO:0044444
jg25975	GO:0005737
jg25975	GO:0043231
jg25975	GO:0044444
jg14958	GO:0005737
jg14958	GO:0005783
jg14958	GO:0016021
jg14958	GO:0043231
jg14958	GO:0044444
jg25370	GO:0005737
jg25370	GO:0005783
jg25370	GO:0005794
jg25370	GO:0016021
jg25370	GO:0043231
jg25370	GO:0044444
jg855	GO:0005694
jg855	GO:0043231
jg5634	GO:0005737
jg5634	GO:0043231
jg5634	GO:0044444
jg26381	GO:0005737
jg26381	GO:0005829
jg26381	GO:0043231
jg26381	GO:0044444
jg24276	GO:0030529
jg24276	GO:0043231
jg20553	GO:0005737
jg20553	GO:0019866
jg20553	GO:0043231
jg20553	GO:0044444
jg20553	GO:0044455
jg29050	GO:0005635
jg29050	GO:0016021
jg29050	GO:0043231
jg29050	GO:0046930
jg15000	GO:0005737
jg15000	GO:0010009
jg15000	GO:0043231
jg15000	GO:0044444
jg20512	GO:0005737
jg25629	GO:0005737
jg25629	GO:0016021
jg25629	GO:0031301
jg25629	GO:0031968
jg25629	GO:0032592
jg25629	GO:0043231
jg25629	GO:0044444
jg25629	GO:0044455
jg26057	GO:0005737
jg26057	GO:0043231
jg26057	GO:0044444
jg5921	GO:0005737
jg5921	GO:0005829
jg5921	GO:0043231
jg5921	GO:0044444
jg3601	GO:0005737
jg3601	GO:0043231
jg3601	GO:0044444
jg14588	GO:0043231
jg28266	GO:0005737
jg28266	GO:0005829
jg28266	GO:0043231
jg28266	GO:0044444
jg26262	GO:0005737
jg26262	GO:0043231
jg25765	GO:0005737
jg25765	GO:0009579
jg25765	GO:0034357
jg25765	GO:0043231
jg25765	GO:0044436
jg25765	GO:0044444
jg25097	GO:0043231
jg7956	GO:0005737
jg7956	GO:0043231
jg7956	GO:0044444
jg23036	GO:0043231
jg25110	GO:0005737
jg25110	GO:0005929
jg25110	GO:0043231
jg8005	GO:0005737
jg8005	GO:0005829
jg8005	GO:0044444
jg809	GO:0005737
jg809	GO:0005829
jg809	GO:0030425
jg809	GO:0043005
jg809	GO:0043025
jg809	GO:0043231
jg809	GO:0044444
jg33853	GO:0005737
jg33853	GO:0005794
jg33853	GO:0016021
jg33853	GO:0043231
jg33853	GO:0044444
jg25125	GO:0016021
jg25125	GO:0043231
jg27724	GO:0043231
jg14810	GO:0005635
jg14810	GO:0016021
jg14810	GO:0043231
jg14810	GO:0046930
jg34162	GO:0043231
jg20673	GO:0005737
jg20673	GO:0043231
jg20673	GO:0044444
jg19738	GO:0005737
jg19738	GO:0005783
jg19738	GO:0005794
jg19738	GO:0016021
jg19738	GO:0043231
jg19738	GO:0044444
jg26292	GO:0005737
jg26292	GO:0005794
jg26292	GO:0043231
jg26292	GO:0044444
jg1183	GO:0043231
jg11725	GO:0005618
jg11725	GO:0005737
jg11725	GO:0005794
jg11725	GO:0005829
jg11725	GO:0043231
jg11725	GO:0044444
jg26241	GO:0005618
jg26241	GO:0005737
jg26241	GO:0005783
jg26241	GO:0005829
jg26241	GO:0030529
jg26241	GO:0043231
jg26241	GO:0044444
jg26376	GO:0005737
jg26376	GO:0005783
jg26376	GO:0016021
jg26376	GO:0043231
jg26376	GO:0044444
jg36234	GO:0005737
jg36234	GO:0005783
jg36234	GO:0005794
jg36234	GO:0005829
jg36234	GO:0043231
jg36234	GO:0044444
jg11747	GO:0005737
jg11747	GO:0043231
jg11747	GO:0044444
jg4057	GO:0043231
jg32930	GO:0005737
jg32930	GO:0043231
jg32930	GO:0044444
jg28124	GO:0005737
jg28124	GO:0005794
jg28124	GO:0043231
jg28124	GO:0044444
jg14295	GO:0043231
jg1641	GO:0005737
jg1641	GO:0005829
jg1641	GO:0044444
jg450	GO:0005737
jg450	GO:0009579
jg450	GO:0043231
jg450	GO:0044444
jg13820	GO:0043231
jg25328	GO:0005737
jg25328	GO:0009579
jg25328	GO:0034357
jg25328	GO:0043231
jg25328	GO:0044436
jg25328	GO:0044444
jg22303	GO:0005737
jg22303	GO:0005829
jg22303	GO:0016021
jg22303	GO:0030529
jg22303	GO:0031968
jg22303	GO:0043231
jg22303	GO:0044444
jg15839	GO:0005737
jg15839	GO:0005829
jg15839	GO:0030529
jg15839	GO:0043231
jg15839	GO:0044444
jg6143	GO:0005737
jg6143	GO:0043231
jg6143	GO:0044444
jg16081	GO:0005737
jg16081	GO:0005829
jg16081	GO:0044444
jg7146	GO:0005737
jg7146	GO:0005794
jg7146	GO:0016021
jg7146	GO:0043231
jg7146	GO:0044444
jg12286	GO:0005737
jg12286	GO:0016021
jg12286	GO:0031968
jg12286	GO:0043231
jg12286	GO:0044444
jg12286	GO:0044455
jg26026	GO:0005737
jg26026	GO:0009579
jg26026	GO:0043231
jg26026	GO:0044444
jg14851	GO:0005618
jg14851	GO:0005737
jg14851	GO:0005829
jg14851	GO:0030529
jg14851	GO:0043231
jg14851	GO:0044444
jg8443	GO:0005737
jg8443	GO:0043231
jg8443	GO:0044444
jg25556	GO:0005737
jg25556	GO:0005794
jg25556	GO:0043231
jg25556	GO:0044444
jg26297	GO:0005737
jg26297	GO:0016021
jg26297	GO:0019866
jg26297	GO:0043231
jg26297	GO:0044444
jg26435	GO:0043231
jg25322	GO:0005737
jg25322	GO:0005829
jg25322	GO:0030529
jg25322	GO:0043231
jg25322	GO:0044444
jg18986	GO:0043231
jg9056	GO:0005737
jg9056	GO:0043231
jg9056	GO:0044444
jg34667	GO:0005618
jg34667	GO:0005737
jg34667	GO:0005829
jg34667	GO:0043231
jg34667	GO:0044444
jg25869	GO:0000151
jg25869	GO:0005694
jg25869	GO:0005737
jg25869	GO:0005829
jg25869	GO:0043231
jg25869	GO:0044444
jg21834	GO:0043231
jg26354	GO:0000502
jg26354	GO:0005737
jg26354	GO:0005829
jg26354	GO:0044444
jg6284	GO:0005737
jg6284	GO:0009579
jg6284	GO:0043231
jg6284	GO:0044444
jg36659	GO:0005737
jg36659	GO:0043231
jg36659	GO:0044444
jg11289	GO:0043231
jg25274	GO:0000151
jg25274	GO:0005737
jg25274	GO:0043231
jg2278	GO:0005737
jg2278	GO:0005929
jg2278	GO:0043231
jg16233	GO:0016021
jg26375	GO:0043231
jg26375	GO:0090406
jg1507	GO:0005737
jg1507	GO:0005794
jg1507	GO:0016021
jg1507	GO:0043231
jg1507	GO:0044444
jg31285	GO:0016021
jg1944	GO:0005737
jg1944	GO:0009579
jg1944	GO:0043231
jg1944	GO:0044444
jg24282	GO:0005618
jg24282	GO:0005737
jg24282	GO:0043231
jg24282	GO:0044444
jg23259	GO:0005737
jg23259	GO:0005783
jg23259	GO:0005794
jg23259	GO:0005887
jg23259	GO:0012506
jg23259	GO:0016021
jg23259	GO:0031205
jg23259	GO:0031410
jg23259	GO:0034702
jg23259	GO:0043190
jg23259	GO:0043231
jg23259	GO:0044444
jg16226	GO:0005618
jg16226	GO:0005737
jg16226	GO:0043231
jg16226	GO:0044444
jg29949	GO:0005737
jg29949	GO:0031970
jg29949	GO:0043231
jg29949	GO:0044444
jg25729	GO:0005618
jg19238	GO:0043231
jg16199	GO:0000151
jg16199	GO:0005737
jg16199	GO:0005829
jg16199	GO:0043231
jg16199	GO:0044444
jg14206	GO:0005737
jg14206	GO:0030529
jg14206	GO:0044444
jg29454	GO:0005737
jg29454	GO:0005829
jg29454	GO:0044444
jg25724	GO:0005737
jg25724	GO:0043231
jg25724	GO:0044444
jg21673	GO:0005737
jg21673	GO:0043231
jg21673	GO:0044444
jg19059	GO:0005635
jg19059	GO:0005737
jg19059	GO:0005829
jg19059	GO:0016021
jg19059	GO:0030529
jg19059	GO:0043231
jg19059	GO:0044444
jg19059	GO:0046930
jg14314	GO:0005737
jg14314	GO:0043231
jg14314	GO:0044444
jg28204	GO:0005737
jg28204	GO:0005829
jg28204	GO:0044444
jg28231	GO:0005737
jg28231	GO:0043231
jg21413	GO:0005618
jg21413	GO:0005737
jg21413	GO:0043231
jg21413	GO:0044444
jg20877	GO:0043231
jg3672	GO:0005737
jg3672	GO:0005829
jg3672	GO:0044444
jg25746	GO:0043231
jg1823	GO:0000502
jg1823	GO:0005737
jg1823	GO:0005829
jg1823	GO:0005839
jg1823	GO:0019773
jg1823	GO:0030529
jg1823	GO:0043231
jg1823	GO:0044444
jg21742	GO:0005737
jg21742	GO:0009579
jg21742	GO:0034357
jg21742	GO:0043231
jg21742	GO:0044436
jg21742	GO:0044444
jg26715	GO:0000151
jg26715	GO:0005737
jg26715	GO:0043231
jg20429	GO:0005737
jg20429	GO:0005794
jg20429	GO:0016021
jg20429	GO:0043231
jg20429	GO:0044444
jg23868	GO:0000502
jg23868	GO:0005737
jg23868	GO:0043231
jg23868	GO:0044444
jg26364	GO:0005737
jg26364	GO:0043231
jg13401	GO:0005737
jg13401	GO:0005829
jg13401	GO:0030529
jg13401	GO:0043231
jg13401	GO:0044444
jg35967	GO:0005737
jg35967	GO:0009579
jg35967	GO:0034357
jg35967	GO:0043231
jg35967	GO:0044436
jg35967	GO:0044444
jg13978	GO:0005737
jg13978	GO:0005829
jg13978	GO:0044444
jg30390	GO:0016021
jg17467	GO:0005737
jg17467	GO:0005783
jg17467	GO:0043231
jg17467	GO:0044444
jg12932	GO:0016021
jg23942	GO:0005737
jg23942	GO:0009579
jg23942	GO:0034357
jg23942	GO:0043231
jg23942	GO:0044436
jg23942	GO:0044444
jg7022	GO:0005737
jg7022	GO:0005783
jg7022	GO:0005794
jg7022	GO:0043231
jg7022	GO:0044444
jg23035	GO:0005737
jg23035	GO:0005794
jg23035	GO:0016021
jg23035	GO:0043231
jg23035	GO:0044444
jg26956	GO:0005737
jg26956	GO:0043231
jg26956	GO:0044444
jg34858	GO:0005737
jg34858	GO:0031970
jg34858	GO:0043231
jg34858	GO:0044444
jg25296	GO:0005737
jg25296	GO:0005829
jg25296	GO:0044444
jg27455	GO:0005737
jg27455	GO:0030529
jg27455	GO:0043231
jg27455	GO:0044444
jg27542	GO:0005737
jg27542	GO:0043231
jg23593	GO:0005737
jg23593	GO:0043231
jg23593	GO:0044444
jg14685	GO:0043231
jg24491	GO:0005618
jg24491	GO:0005737
jg24491	GO:0005794
jg24491	GO:0016021
jg24491	GO:0043231
jg24491	GO:0044444
jg789	GO:0005737
jg789	GO:0005794
jg789	GO:0016021
jg789	GO:0043231
jg789	GO:0044444
jg14373	GO:0005737
jg14373	GO:0043231
jg14373	GO:0044444
jg33444	GO:0005635
jg33444	GO:0016021
jg33444	GO:0043231
jg33444	GO:0046930
jg10730	GO:0005737
jg10730	GO:0005783
jg10730	GO:0005794
jg10730	GO:0016021
jg10730	GO:0031410
jg10730	GO:0043231
jg10730	GO:0044444
jg11727	GO:0005618
jg11727	GO:0005737
jg11727	GO:0043231
jg11727	GO:0044444
jg11602	GO:0005737
jg11602	GO:0043231
jg27004	GO:0016021
jg27004	GO:0043231
jg25951	GO:0005737
jg25951	GO:0005794
jg25951	GO:0031225
jg25951	GO:0043231
jg25951	GO:0044444
jg25951	GO:0046658
jg17277	GO:0005737
jg17277	GO:0005794
jg17277	GO:0005829
jg17277	GO:0030117
jg17277	GO:0043231
jg17277	GO:0044444
jg25141	GO:0005737
jg25141	GO:0043231
jg29528	GO:0030529
jg29528	GO:0043231
jg13308	GO:0005929
jg13308	GO:0043231
jg25320	GO:0005618
jg30364	GO:0005737
jg30364	GO:0005829
jg30364	GO:0043231
jg30364	GO:0044444
jg4820	GO:0043231
jg25702	GO:0005737
jg25702	GO:0016021
jg25702	GO:0043231
jg25702	GO:0044444
jg33848	GO:0005737
jg33848	GO:0005829
jg33848	GO:0043231
jg33848	GO:0044444
jg33994	GO:0005737
jg33994	GO:0005829
jg33994	GO:0043231
jg33994	GO:0044444
jg14789	GO:0005618
jg14789	GO:0005737
jg14789	GO:0030529
jg14789	GO:0043231
jg14789	GO:0044444
jg16061	GO:0000151
jg16061	GO:0005737
jg16061	GO:0005829
jg16061	GO:0043231
jg16061	GO:0044444
jg6835	GO:0005737
jg6835	GO:0005783
jg6835	GO:0016021
jg6835	GO:0043231
jg6835	GO:0044444
jg25610	GO:0005737
jg25610	GO:0043231
jg25610	GO:0044444
jg9041	GO:0005737
jg9041	GO:0016021
jg9041	GO:0019866
jg9041	GO:0043231
jg9041	GO:0044444
jg26253	GO:0005737
jg26253	GO:0043231
jg26253	GO:0044444
jg2951	GO:0005737
jg2951	GO:0016469
jg2951	GO:0019866
jg2951	GO:0043231
jg2951	GO:0044444
jg2951	GO:0044455
jg2951	GO:0045259
jg2951	GO:0045261
jg2951	GO:0045267
jg12109	GO:0016021
jg32988	GO:0005737
jg32988	GO:0009579
jg32988	GO:0043231
jg32988	GO:0044444
jg25059	GO:0005635
jg25059	GO:0005737
jg25059	GO:0005783
jg25059	GO:0005829
jg25059	GO:0005887
jg25059	GO:0016021
jg25059	GO:0043231
jg25059	GO:0044444
jg2486	GO:0005635
jg2486	GO:0005737
jg2486	GO:0016021
jg2486	GO:0043231
jg2486	GO:0044444
jg2486	GO:0046930
jg28322	GO:0005737
jg28322	GO:0043231
jg28322	GO:0044444
jg26339	GO:0005737
jg26339	GO:0005794
jg26339	GO:0016021
jg26339	GO:0043231
jg26339	GO:0044444
jg15606	GO:0005737
jg15606	GO:0005829
jg15606	GO:0044444
jg5947	GO:0005618
jg5947	GO:0005737
jg5947	GO:0009579
jg5947	GO:0019866
jg5947	GO:0034357
jg5947	GO:0043231
jg5947	GO:0044436
jg5947	GO:0044444
jg25030	GO:0016021
jg27360	GO:0000502
jg27360	GO:0005737
jg27360	GO:0005829
jg27360	GO:0005838
jg27360	GO:0008540
jg27360	GO:0022624
jg27360	GO:0043231
jg27360	GO:0044444
jg21541	GO:0005618
jg21541	GO:0005635
jg21541	GO:0005737
jg21541	GO:0005829
jg21541	GO:0043231
jg21541	GO:0044444
jg15917	GO:0016021
jg15917	GO:0043231
jg23213	GO:0005737
jg23213	GO:0005783
jg23213	GO:0043231
jg23213	GO:0044444
jg33959	GO:0005737
jg33959	GO:0043231
jg33959	GO:0044444
jg8432	GO:0005618
jg8432	GO:0005737
jg8432	GO:0005794
jg8432	GO:0005829
jg8432	GO:0043231
jg8432	GO:0044444
jg23684	GO:0005737
jg23684	GO:0043231
jg23684	GO:0044444
jg33051	GO:0005737
jg33051	GO:0043231
jg33051	GO:0044444
jg25075	GO:0043231
jg27249	GO:0005737
jg27249	GO:0005829
jg27249	GO:0044444
jg14579	GO:0000131
jg14579	GO:0001411
jg14579	GO:0005737
jg14579	GO:0005937
jg14579	GO:0030287
jg14579	GO:0043332
jg14579	GO:0044444
jg26142	GO:0005737
jg26142	GO:0009579
jg26142	GO:0034357
jg26142	GO:0043231
jg26142	GO:0044436
jg26142	GO:0044444
jg16465	GO:0043231
jg17400	GO:0005737
jg17400	GO:0005829
jg17400	GO:0043231
jg17400	GO:0044444
jg26129	GO:0005737
jg26129	GO:0005829
jg26129	GO:0043231
jg26129	GO:0044444
jg22183	GO:0005737
jg22183	GO:0005829
jg22183	GO:0043231
jg22183	GO:0044444
jg1103	GO:0016021
jg9082	GO:0005618
jg9082	GO:0005737
jg9082	GO:0005794
jg9082	GO:0005829
jg9082	GO:0043231
jg9082	GO:0044444
jg26388	GO:0043231
jg8995	GO:0030880
jg8995	GO:0043231
jg24388	GO:0005737
jg24388	GO:0030529
jg24388	GO:0043231
jg12697	GO:0005737
jg12697	GO:0005829
jg12697	GO:0016021
jg12697	GO:0030529
jg12697	GO:0044444
jg25904	GO:0005737
jg25904	GO:0005783
jg25904	GO:0043231
jg25904	GO:0044444
jg17042	GO:0005618
jg17042	GO:0005737
jg17042	GO:0009579
jg17042	GO:0034357
jg17042	GO:0043231
jg17042	GO:0044436
jg17042	GO:0044444
jg33898	GO:0005737
jg33898	GO:0043231
jg33898	GO:0044444
jg26471	GO:0005737
jg26471	GO:0043231
jg26471	GO:0044444
jg25396	GO:0005737
jg25396	GO:0005829
jg25396	GO:0043231
jg25396	GO:0044444
jg10501	GO:0005737
jg10501	GO:0016021
jg10501	GO:0043231
jg10501	GO:0044444
jg33531	GO:0005618
jg33531	GO:0005737
jg33531	GO:0005794
jg33531	GO:0005829
jg33531	GO:0043231
jg33531	GO:0044444
jg30863	GO:0005737
jg30863	GO:0005829
jg30863	GO:0030529
jg30863	GO:0031970
jg30863	GO:0043231
jg30863	GO:0044444
jg21167	GO:0005737
jg21167	GO:0009521
jg21167	GO:0009579
jg21167	GO:0034357
jg21167	GO:0043231
jg21167	GO:0044436
jg21167	GO:0044444
jg26421	GO:0005618
jg26421	GO:0005737
jg26421	GO:0043231
jg26421	GO:0044444
jg11477	GO:0043231
jg27908	GO:0043231
jg6994	GO:0005737
jg6994	GO:0009579
jg6994	GO:0043231
jg6994	GO:0044444
jg25607	GO:0043231
jg2367	GO:0005737
jg2367	GO:0009289
jg2367	GO:0016021
jg10450	GO:0043231
jg6389	GO:0005737
jg6389	GO:0005829
jg6389	GO:0044444
jg26218	GO:0005737
jg26218	GO:0005829
jg26218	GO:0044444
jg26171	GO:0005737
jg26171	GO:0043231
jg26171	GO:0044444
jg34091	GO:0005618
jg34091	GO:0005737
jg34091	GO:0043231
jg34091	GO:0044444
jg27651	GO:0009579
jg27651	GO:0010598
jg27651	GO:0034357
jg27651	GO:0044436
jg11718	GO:0005737
jg11718	GO:0005829
jg11718	GO:0043231
jg11718	GO:0044444
jg15118	GO:0005737
jg15118	GO:0030529
jg15118	GO:0043231
jg15118	GO:0044444
jg24108	GO:0005737
jg24108	GO:0005794
jg24108	GO:0005829
jg24108	GO:0030529
jg24108	GO:0043231
jg24108	GO:0044444
jg24759	GO:0005737
jg24759	GO:0005829
jg24759	GO:0009579
jg24759	GO:0043231
jg24759	GO:0044444
jg10083	GO:0005737
jg10083	GO:0005794
jg10083	GO:0016021
jg10083	GO:0043231
jg10083	GO:0044444
jg26146	GO:0005737
jg26146	GO:0043231
jg26146	GO:0044444
jg34676	GO:0000502
jg34676	GO:0005737
jg34676	GO:0005829
jg34676	GO:0005838
jg34676	GO:0022624
jg34676	GO:0043231
jg34676	GO:0044444
jg7614	GO:0005737
jg7614	GO:0043231
jg7614	GO:0044444
jg26841	GO:0005737
jg26841	GO:0005829
jg26841	GO:0044444
jg25487	GO:0005618
jg9654	GO:0016021
jg19499	GO:0005694
jg19499	GO:0005737
jg19499	GO:0016021
jg19499	GO:0043231
jg19499	GO:0044444
jg33152	GO:0005737
jg33152	GO:0005794
jg33152	GO:0005829
jg33152	GO:0043231
jg33152	GO:0044444
jg9948	GO:0005737
jg9948	GO:0043231
jg9948	GO:0044444
jg8111	GO:0005737
jg8111	GO:0016469
jg8111	GO:0043231
jg8111	GO:0044444
jg25654	GO:0005737
jg25654	GO:0016021
jg25654	GO:0043231
jg25654	GO:0044444
jg34483	GO:0005737
jg5307	GO:0005737
jg5307	GO:0019866
jg5307	GO:0043231
jg5307	GO:0044444
jg5307	GO:0044455
jg11343	GO:0005887
jg11343	GO:0016021
jg7168	GO:0005737
jg7168	GO:0019866
jg7168	GO:0030529
jg7168	GO:0043231
jg7168	GO:0044444
jg7168	GO:0044455
jg7168	GO:0045281
jg7168	GO:0045283
jg9632	GO:0005737
jg9632	GO:0005794
jg9632	GO:0016021
jg9632	GO:0043231
jg9632	GO:0044444
jg14046	GO:0043231
jg34983	GO:0005737
jg34983	GO:0005829
jg34983	GO:0030529
jg34983	GO:0043231
jg34983	GO:0044444
jg26846	GO:0043231
jg26824	GO:0005618
jg26824	GO:0005635
jg26824	GO:0005737
jg26824	GO:0043231
jg26824	GO:0044444
jg2880	GO:0005737
jg2880	GO:0005783
jg2880	GO:0005794
jg2880	GO:0043231
jg2880	GO:0044444
jg22498	GO:0005618
jg22498	GO:0005737
jg22498	GO:0005829
jg22498	GO:0043231
jg22498	GO:0044444
jg29489	GO:0016021
jg20370	GO:0005737
jg20370	GO:0005829
jg20370	GO:0043231
jg20370	GO:0044444
jg25329	GO:0005737
jg25329	GO:0016021
jg25329	GO:0043231
jg25329	GO:0044444
jg17867	GO:0031225
jg32894	GO:0005737
jg32894	GO:0005794
jg32894	GO:0016021
jg32894	GO:0043231
jg32894	GO:0044444
jg20408	GO:0005618
jg20408	GO:0005737
jg20408	GO:0005783
jg20408	GO:0005794
jg20408	GO:0005829
jg20408	GO:0012506
jg20408	GO:0030117
jg20408	GO:0030120
jg20408	GO:0031410
jg20408	GO:0043231
jg20408	GO:0044444
jg6871	GO:0005737
jg6871	GO:0043231
jg6871	GO:0044444
jg15413	GO:0005618
jg15413	GO:0016021
jg15998	GO:0043231
jg24695	GO:0000159
jg24695	GO:0005737
jg24695	GO:0005829
jg24695	GO:0044444
jg35511	GO:0005737
jg35511	GO:0005829
jg35511	GO:0044444
jg25431	GO:0005737
jg25431	GO:0043231
jg25431	GO:0044444
jg15710	GO:0005737
jg15710	GO:0005794
jg15710	GO:0012506
jg15710	GO:0030117
jg15710	GO:0031410
jg15710	GO:0043231
jg15710	GO:0044444
jg30975	GO:0005737
jg30975	GO:0005794
jg30975	GO:0016021
jg30975	GO:0043231
jg30975	GO:0044444
jg7851	GO:0005737
jg7851	GO:0009579
jg7851	GO:0034357
jg7851	GO:0043231
jg7851	GO:0044436
jg7851	GO:0044444
jg21828	GO:0005618
jg21828	GO:0005737
jg21828	GO:0031225
jg21828	GO:0043231
jg21828	GO:0044444
jg21828	GO:0046658
jg41	GO:0005737
jg41	GO:0043231
jg41	GO:0044444
jg2426	GO:0005737
jg2426	GO:0044444
jg34185	GO:0016021
jg34185	GO:0043231
jg12662	GO:0005737
jg12662	GO:0005829
jg12662	GO:0043231
jg12662	GO:0044444
jg28197	GO:0043231
jg4961	GO:0005737
jg4961	GO:0005829
jg4961	GO:0016021
jg4961	GO:0030529
jg4961	GO:0031968
jg4961	GO:0043231
jg4961	GO:0044444
jg35108	GO:0005737
jg35108	GO:0005783
jg35108	GO:0005794
jg35108	GO:0016021
jg35108	GO:0043231
jg35108	GO:0044444
jg19383	GO:0005737
jg19383	GO:0009521
jg19383	GO:0009579
jg19383	GO:0016021
