Query	GO:EggNOG GO Molecular
jg20576	GO:0032555
jg20576	GO:0035639
jg22163	GO:0003723
jg22163	GO:0020037
jg22163	GO:0046872
jg10353	GO:0016653
jg10353	GO:0046872
jg28720	GO:0020037
jg28720	GO:0046872
jg8218	GO:0001883
jg8218	GO:0004842
jg8218	GO:0016301
jg8218	GO:0016703
jg8218	GO:0016773
jg8218	GO:0016863
jg8218	GO:0016881
jg8218	GO:0017076
jg8218	GO:0031419
jg8218	GO:0032549
jg8218	GO:0032555
jg8218	GO:0035639
jg8218	GO:0046872
jg2296	GO:0015930
jg2296	GO:0016643
jg2296	GO:0046872
jg2296	GO:0051538
jg25129	GO:0004518
jg3611	GO:0001883
jg3611	GO:0004707
jg3611	GO:0016301
jg3611	GO:0016747
jg3611	GO:0016773
jg3611	GO:0016832
jg3611	GO:0017076
jg3611	GO:0032549
jg3611	GO:0032555
jg3611	GO:0035639
jg24044	GO:0001067
jg24044	GO:0003677
jg35264	GO:0001883
jg35264	GO:0004123
jg35264	GO:0004124
jg35264	GO:0008168
jg35264	GO:0016818
jg35264	GO:0017076
jg35264	GO:0032549
jg35264	GO:0032555
jg35264	GO:0035639
jg35264	GO:0044540
jg35264	GO:0046872
jg35264	GO:0050017
jg35264	GO:0080146
jg3226	GO:0001883
jg3226	GO:0016301
jg3226	GO:0016776
jg3226	GO:0017076
jg3226	GO:0032549
jg3226	GO:0032555
jg3226	GO:0035639
jg21226	GO:0001883
jg21226	GO:0003677
jg21226	GO:0017076
jg21226	GO:0032549
jg21226	GO:0032555
jg21226	GO:0035639
jg36402	GO:0020037
jg36402	GO:0046872
jg15502	GO:0003677
jg8278	GO:0001883
jg8278	GO:0016818
jg8278	GO:0017076
jg8278	GO:0032549
jg8278	GO:0032555
jg8278	GO:0035639
jg14156	GO:0001883
jg14156	GO:0003723
jg14156	GO:0016818
jg14156	GO:0017076
jg14156	GO:0032549
jg14156	GO:0032555
jg14156	GO:0035639
jg25851	GO:0046872
jg33727	GO:0001883
jg33727	GO:0003677
jg33727	GO:0016818
jg33727	GO:0017076
jg33727	GO:0032549
jg33727	GO:0032555
jg33727	GO:0035639
jg25261	GO:0046872
jg26371	GO:0001883
jg26371	GO:0016818
jg26371	GO:0017076
jg26371	GO:0032549
jg26371	GO:0032555
jg26371	GO:0035639
jg16362	GO:0016747
jg12316	GO:0001883
jg12316	GO:0004842
jg12316	GO:0016881
jg12316	GO:0017076
jg12316	GO:0032549
jg12316	GO:0032555
jg12316	GO:0035639
jg11436	GO:0046872
jg24557	GO:0016811
jg24557	GO:0016884
jg20812	GO:0003677
jg20812	GO:0016298
jg20812	GO:0042578
jg22550	GO:0042578
jg22550	GO:0046872
jg14675	GO:0003723
jg14675	GO:0016779
jg37152	GO:0003677
jg33135	GO:0020037
jg33135	GO:0046872
jg7607	GO:0004553
jg15255	GO:0015075
jg15255	GO:0016681
jg16412	GO:0001883
jg16412	GO:0016301
jg16412	GO:0016773
jg16412	GO:0017076
jg16412	GO:0032549
jg16412	GO:0032555
jg16412	GO:0035639
jg5099	GO:0016628
jg5099	GO:0016703
jg5099	GO:0019887
jg5099	GO:0032441
jg5099	GO:0046872
jg5099	GO:0051537
jg26610	GO:0016616
jg26610	GO:0016628
jg26610	GO:0016747
jg26610	GO:0046872
jg26610	GO:0051287
jg24453	GO:0001883
jg24453	GO:0016301
jg24453	GO:0016773
jg24453	GO:0017076
jg24453	GO:0032549
jg24453	GO:0032555
jg24453	GO:0035639
jg15975	GO:0016706
jg15975	GO:0046872
jg25442	GO:0016723
jg25442	GO:0046872
jg16039	GO:0008236
jg16039	GO:0070011
jg15406	GO:0046872
jg15406	GO:0070011
jg22224	GO:0005315
jg22224	GO:0015075
jg22224	GO:0015291
jg15758	GO:0003723
jg3962	GO:0003677
jg8412	GO:0051119
jg35614	GO:0003677
jg5250	GO:0016682
jg5250	GO:0016716
jg5250	GO:0046872
jg1138	GO:0015631
jg16002	GO:0008395
jg16002	GO:0016712
jg16002	GO:0016713
jg16002	GO:0020037
jg16002	GO:0046872
jg15556	GO:0001883
jg15556	GO:0003677
jg15556	GO:0004842
jg15556	GO:0005087
jg15556	GO:0008484
jg15556	GO:0016301
jg15556	GO:0016616
jg15556	GO:0016773
jg15556	GO:0016818
jg15556	GO:0016881
jg15556	GO:0017076
jg15556	GO:0019900
jg15556	GO:0030695
jg15556	GO:0031490
jg15556	GO:0031491
jg15556	GO:0032549
jg15556	GO:0032555
jg15556	GO:0033764
jg15556	GO:0035639
jg15556	GO:0046872
jg15556	GO:0070011
jg14345	GO:0001067
jg14345	GO:0003677
jg16231	GO:0001883
jg16231	GO:0016301
jg16231	GO:0016773
jg16231	GO:0017076
jg16231	GO:0032549
jg16231	GO:0032555
jg16231	GO:0035639
jg16458	GO:0005096
jg16458	GO:0016723
jg16458	GO:0020037
jg16458	GO:0030695
jg16458	GO:0046872
jg14956	GO:0016790
jg14956	GO:0052689
jg22058	GO:0003677
jg22058	GO:0008168
jg34937	GO:0047793
jg4712	GO:0001883
jg4712	GO:0003677
jg4712	GO:0008168
jg4712	GO:0016818
jg4712	GO:0017076
jg4712	GO:0032549
jg4712	GO:0032555
jg4712	GO:0035639
jg511	GO:0015075
jg2875	GO:0001883
jg2875	GO:0016301
jg2875	GO:0016773
jg2875	GO:0017076
jg2875	GO:0032549
jg2875	GO:0032555
jg2875	GO:0035639
jg25409	GO:0001883
jg25409	GO:0016301
jg25409	GO:0016773
jg25409	GO:0017076
jg25409	GO:0032549
jg25409	GO:0032555
jg25409	GO:0035639
jg25409	GO:0042578
jg25409	GO:0046872
jg2289	GO:0003723
jg1705	GO:0001883
jg1705	GO:0016301
jg1705	GO:0016773
jg1705	GO:0017076
jg1705	GO:0032549
jg1705	GO:0032555
jg1705	GO:0035639
jg20739	GO:0016301
jg20739	GO:0019887
jg35975	GO:0003677
jg7027	GO:0046872
jg2142	GO:0016298
jg2142	GO:0042578
jg2142	GO:0046872
jg21096	GO:0001883
jg21096	GO:0017076
jg21096	GO:0032549
jg21096	GO:0032555
jg21096	GO:0035639
jg15895	GO:0015075
jg15895	GO:0015399
jg15895	GO:0016818
jg15895	GO:0016820
jg15895	GO:0046872
jg23881	GO:0003723
jg23881	GO:0016779
jg16222	GO:0001104
jg12736	GO:0003723
jg24404	GO:0016616
jg15795	GO:0001883
jg15795	GO:0016818
jg15795	GO:0017076
jg15795	GO:0032549
jg15795	GO:0032555
jg15795	GO:0035639
jg15795	GO:0046872
jg23636	GO:0015075
jg23636	GO:0015399
jg23636	GO:0016818
jg23636	GO:0016820
jg15786	GO:0003723
jg15786	GO:0009982
jg5340	GO:0001104
jg8272	GO:0003723
jg8272	GO:0009982
jg27427	GO:0001883
jg27427	GO:0015075
jg27427	GO:0015267
jg27427	GO:0015399
jg27427	GO:0016818
jg27427	GO:0016820
jg27427	GO:0017076
jg27427	GO:0022838
jg27427	GO:0032549
jg27427	GO:0032555
jg27427	GO:0035639
jg27427	GO:0046872
jg10165	GO:0001883
jg10165	GO:0003723
jg10165	GO:0016779
jg10165	GO:0017076
jg10165	GO:0032549
jg10165	GO:0032555
jg10165	GO:0035639
jg15875	GO:0005342
jg15875	GO:0015075
jg3673	GO:0008168
jg20597	GO:0042578
jg20597	GO:0046872
jg25240	GO:0042578
jg26694	GO:0001883
jg26694	GO:0016301
jg26694	GO:0016773
jg26694	GO:0017076
jg26694	GO:0032549
jg26694	GO:0032555
jg26694	GO:0035639
jg5965	GO:0004553
jg15611	GO:0003723
jg33636	GO:0001883
jg33636	GO:0016818
jg33636	GO:0017076
jg33636	GO:0032549
jg33636	GO:0032555
jg33636	GO:0035639
jg16241	GO:0016301
jg16241	GO:0016773
jg25491	GO:0046872
jg25491	GO:0070011
jg26130	GO:0016790
jg26130	GO:0070011
jg6387	GO:0001883
jg6387	GO:0016668
jg6387	GO:0016818
jg6387	GO:0017076
jg6387	GO:0032549
jg6387	GO:0032555
jg6387	GO:0035639
jg6387	GO:0050660
jg20820	GO:0001883
jg20820	GO:0003723
jg20820	GO:0015075
jg20820	GO:0016676
jg20820	GO:0016818
jg20820	GO:0017076
jg20820	GO:0032549
jg20820	GO:0032555
jg20820	GO:0035639
jg7935	GO:0001883
jg7935	GO:0008168
jg7935	GO:0016301
jg7935	GO:0016773
jg7935	GO:0017076
jg7935	GO:0032549
jg7935	GO:0032555
jg7935	GO:0035639
jg7935	GO:0042578
jg7935	GO:0043531
jg7935	GO:0046872
jg7935	GO:0070011
jg6179	GO:0001883
jg6179	GO:0016301
jg6179	GO:0016773
jg6179	GO:0017076
jg6179	GO:0032549
jg6179	GO:0032555
jg6179	GO:0035639
jg21067	GO:0003677
jg24409	GO:0001883
jg24409	GO:0016818
jg24409	GO:0017076
jg24409	GO:0032549
jg24409	GO:0032555
jg24409	GO:0035639
jg6039	GO:0001883
jg6039	GO:0016301
jg6039	GO:0016773
jg6039	GO:0017076
jg6039	GO:0032549
jg6039	GO:0032555
jg6039	GO:0035639
jg25498	GO:0015075
jg25498	GO:0015116
jg25498	GO:0015291
jg30594	GO:0016758
jg15976	GO:0003677
jg15976	GO:0016706
jg15976	GO:0046872
jg27167	GO:0001883
jg27167	GO:0016301
jg27167	GO:0016773
jg27167	GO:0017076
jg27167	GO:0019199
jg27167	GO:0032549
jg27167	GO:0032555
jg27167	GO:0035639
jg11737	GO:0017150
jg11737	GO:0050660
jg14183	GO:0045430
jg9692	GO:0001883
jg9692	GO:0008194
jg9692	GO:0016301
jg9692	GO:0016758
jg9692	GO:0016773
jg9692	GO:0016818
jg9692	GO:0017076
jg9692	GO:0032549
jg9692	GO:0032555
jg9692	GO:0035639
jg9692	GO:0046872
jg21430	GO:0001883
jg21430	GO:0016301
jg21430	GO:0016773
jg21430	GO:0017076
jg21430	GO:0032549
jg21430	GO:0032555
jg21430	GO:0035639
jg24334	GO:0008168
jg15494	GO:0008395
jg15494	GO:0016712
jg15494	GO:0016713
jg15494	GO:0020037
jg15494	GO:0046872
jg14112	GO:0042578
jg5761	GO:0003677
jg22074	GO:0003677
jg22074	GO:0008327
jg22074	GO:0016747
jg22074	GO:0046872
jg1963	GO:0001883
jg1963	GO:0016301
jg1963	GO:0016773
jg1963	GO:0017076
jg1963	GO:0032549
jg1963	GO:0032555
jg1963	GO:0035639
jg25686	GO:0003677
jg25686	GO:0003723
jg25686	GO:0016779
jg25686	GO:0046872
jg920	GO:0016616
jg920	GO:0046872
jg920	GO:0051287
jg28498	GO:0016620
jg2945	GO:0001883
jg2945	GO:0003723
jg2945	GO:0016818
jg2945	GO:0017076
jg2945	GO:0032549
jg2945	GO:0032555
jg2945	GO:0035639
jg2945	GO:0043022
jg25722	GO:0003677
jg25722	GO:0015036
jg25722	GO:0046872
jg2979	GO:0046872
jg16250	GO:0001883
jg16250	GO:0016818
jg16250	GO:0017076
jg16250	GO:0032549
jg16250	GO:0032555
jg16250	GO:0035639
jg16250	GO:0042803
jg7359	GO:0042578
jg7359	GO:0046872
jg24239	GO:0003723
jg31795	GO:0016811
jg31795	GO:0016884
jg29651	GO:0005096
jg29651	GO:0030695
jg29651	GO:0046872
jg15598	GO:0003677
jg24739	GO:0001883
jg24739	GO:0017076
jg24739	GO:0032549
jg24739	GO:0032555
jg24739	GO:0035639
jg24739	GO:0052691
jg24741	GO:0008168
jg3700	GO:0016706
jg3700	GO:0031406
jg3700	GO:0031418
jg3700	GO:0046872
jg5511	GO:0003954
jg5511	GO:0016655
jg5511	GO:0046872
jg5511	GO:0051537
jg5511	GO:0051539
jg32320	GO:0016168
jg32320	GO:0046872
jg35001	GO:0001883
jg35001	GO:0016818
jg35001	GO:0017076
jg35001	GO:0032549
jg35001	GO:0032555
jg35001	GO:0035639
jg16384	GO:0046872
jg35139	GO:0015291
jg35139	GO:0046872
jg26890	GO:0001883
jg26890	GO:0016301
jg26890	GO:0016773
jg26890	GO:0017076
jg26890	GO:0032549
jg26890	GO:0032555
jg26890	GO:0035639
jg4264	GO:0003677
jg15871	GO:0016779
jg17727	GO:0001883
jg17727	GO:0003677
jg17727	GO:0003723
jg17727	GO:0016301
jg17727	GO:0016773
jg17727	GO:0016779
jg17727	GO:0017076
jg17727	GO:0020037
jg17727	GO:0032549
jg17727	GO:0032555
jg17727	GO:0035639
jg17727	GO:0046872
jg19338	GO:0001883
jg19338	GO:0016818
jg19338	GO:0017076
jg19338	GO:0032549
jg19338	GO:0032555
jg19338	GO:0035639
jg26267	GO:0001883
jg26267	GO:0016301
jg26267	GO:0016773
jg26267	GO:0017076
jg26267	GO:0032549
jg26267	GO:0032555
jg26267	GO:0035639
jg14274	GO:0003723
jg6303	GO:0001883
jg6303	GO:0016301
jg6303	GO:0016773
jg6303	GO:0017076
jg6303	GO:0032549
jg6303	GO:0032555
jg6303	GO:0035639
jg32196	GO:0003677
jg16342	GO:0016899
jg16342	GO:0046872
jg10664	GO:0001883
jg10664	GO:0003677
jg10664	GO:0003723
jg10664	GO:0015075
jg10664	GO:0016301
jg10664	GO:0016773
jg10664	GO:0016779
jg10664	GO:0016818
jg10664	GO:0017076
jg10664	GO:0032549
jg10664	GO:0032555
jg10664	GO:0035639
jg10664	GO:0043531
jg10664	GO:0046872
jg5519	GO:0016168
jg5519	GO:0046872
jg24357	GO:0003723
jg12120	GO:0003677
jg12120	GO:0003723
jg12120	GO:0008194
jg12120	GO:0016298
jg12120	GO:0016758
jg12120	GO:0016779
jg12120	GO:0042578
jg12120	GO:0046872
jg12120	GO:0070011
jg15762	GO:0046872
jg14110	GO:0003677
jg14110	GO:0004518
jg14110	GO:0046872
jg27114	GO:0001883
jg27114	GO:0016301
jg27114	GO:0016773
jg27114	GO:0017076
jg27114	GO:0032549
jg27114	GO:0032555
jg27114	GO:0035639
jg13942	GO:0008320
jg13942	GO:0015399
jg13942	GO:0022884
jg18673	GO:0046872
jg29655	GO:0001883
jg29655	GO:0016836
jg29655	GO:0017076
jg29655	GO:0032549
jg29655	GO:0032555
jg29655	GO:0035639
jg8551	GO:0001883
jg8551	GO:0017076
jg8551	GO:0032549
jg8551	GO:0032555
jg8551	GO:0035639
jg8551	GO:0046872
jg26794	GO:0001883
jg26794	GO:0017076
jg26794	GO:0032549
jg26794	GO:0032555
jg26794	GO:0035639
jg3495	GO:0003723
jg3495	GO:0046872
jg27515	GO:0004518
jg27515	GO:0046872
jg5725	GO:0001883
jg5725	GO:0016301
jg5725	GO:0016773
jg5725	GO:0016775
jg5725	GO:0017076
jg5725	GO:0032549
jg5725	GO:0032555
jg5725	GO:0035639
jg29603	GO:0001883
jg29603	GO:0003677
jg29603	GO:0003723
jg29603	GO:0016301
jg29603	GO:0016616
jg29603	GO:0016773
jg29603	GO:0016779
jg29603	GO:0017076
jg29603	GO:0032549
jg29603	GO:0032555
jg29603	GO:0035091
jg29603	GO:0035639
jg29603	GO:0051020
jg21114	GO:0001883
jg21114	GO:0010329
jg21114	GO:0015399
jg21114	GO:0016818
jg21114	GO:0016820
jg21114	GO:0017076
jg21114	GO:0032549
jg21114	GO:0032555
jg21114	GO:0035639
jg21114	GO:0080161
jg13187	GO:0000104
jg13187	GO:0016635
jg13187	GO:0046872
jg13187	GO:0051537
jg13187	GO:0051538
jg13187	GO:0051539
jg13761	GO:0001883
jg13761	GO:0016301
jg13761	GO:0016773
jg13761	GO:0017076
jg13761	GO:0032549
jg13761	GO:0032555
jg13761	GO:0035639
jg2220	GO:0003677
jg15978	GO:0003755
jg2689	GO:0001883
jg2689	GO:0017076
jg2689	GO:0032549
jg2689	GO:0032555
jg2689	GO:0035639
jg27267	GO:0001883
jg27267	GO:0016818
jg27267	GO:0017076
jg27267	GO:0032549
jg27267	GO:0032555
jg27267	GO:0035639
jg37128	GO:0016301
jg27398	GO:0008194
jg27398	GO:0016758
jg33150	GO:0016779
jg33150	GO:0042578
jg1569	GO:0003849
jg15005	GO:0001883
jg15005	GO:0004518
jg15005	GO:0015399
jg15005	GO:0016818
jg15005	GO:0016820
jg15005	GO:0017076
jg15005	GO:0018493
jg15005	GO:0032549
jg15005	GO:0032555
jg15005	GO:0035639
jg15005	GO:0051539
jg32449	GO:0016639
jg7883	GO:0003677
jg5987	GO:0042803
jg5987	GO:0070300
jg25162	GO:0001883
jg25162	GO:0016881
jg25162	GO:0017076
jg25162	GO:0032549
jg25162	GO:0032555
jg25162	GO:0035639
jg26692	GO:0001883
jg26692	GO:0016818
jg26692	GO:0017076
jg26692	GO:0032549
jg26692	GO:0032555
jg26692	GO:0035639
jg26692	GO:0061505
jg17207	GO:0003677
jg14302	GO:0003723
jg14302	GO:0004842
jg14302	GO:0016881
jg14947	GO:0003723
jg14947	GO:0046872
jg30312	GO:0004553
jg30312	GO:0016758
jg9134	GO:0046872
jg5109	GO:0020037
jg5109	GO:0046872
jg16590	GO:0016168
jg16590	GO:0046872
jg247	GO:0008168
jg247	GO:0046872
jg7500	GO:0016831
jg7500	GO:0046872
jg14680	GO:0003677
jg2454	GO:0001883
jg2454	GO:0003723
jg2454	GO:0016301
jg2454	GO:0016773
jg2454	GO:0017076
jg2454	GO:0032549
jg2454	GO:0032555
jg2454	GO:0035639
jg26331	GO:0001883
jg26331	GO:0016882
jg26331	GO:0017076
jg26331	GO:0032549
jg26331	GO:0032555
jg26331	GO:0035639
jg26331	GO:0046872
jg5032	GO:0016620
jg33107	GO:0003677
jg6750	GO:0003677
jg5339	GO:0003677
jg5339	GO:0016779
jg5339	GO:0016987
jg11100	GO:0004457
jg11100	GO:0016616
jg11100	GO:0016884
jg11100	GO:0042803
jg11100	GO:0051287
jg2541	GO:0001883
jg2541	GO:0008320
jg2541	GO:0015399
jg2541	GO:0017076
jg2541	GO:0022884
jg2541	GO:0032549
jg2541	GO:0032555
jg2541	GO:0035639
jg15779	GO:0003723
jg15779	GO:0046872
jg3415	GO:0003677
jg34460	GO:0008641
jg34460	GO:0070011
jg21628	GO:0046872
jg16072	GO:0016811
jg16072	GO:0016831
jg23943	GO:0003677
jg23943	GO:0003906
jg23943	GO:0016799
jg23943	GO:0046872
jg26552	GO:0001883
jg26552	GO:0016818
jg26552	GO:0017076
jg26552	GO:0032549
jg26552	GO:0032555
jg26552	GO:0035639
jg26552	GO:0070011
jg6044	GO:0042578
jg6044	GO:0046872
jg5615	GO:0008483
jg5615	GO:0046872
jg8382	GO:0001883
jg8382	GO:0016818
jg8382	GO:0017076
jg8382	GO:0032549
jg8382	GO:0032555
jg8382	GO:0035639
jg15887	GO:0001883
jg15887	GO:0004709
jg15887	GO:0016301
jg15887	GO:0016773
jg15887	GO:0017076
jg15887	GO:0019199
jg15887	GO:0032549
jg15887	GO:0032555
jg15887	GO:0035639
jg12477	GO:0005342
jg12477	GO:0015075
jg12477	GO:0015291
jg15722	GO:0001883
jg15722	GO:0016405
jg15722	GO:0016878
jg15722	GO:0017076
jg15722	GO:0032549
jg15722	GO:0032555
jg15722	GO:0035639
jg8244	GO:0020037
jg8244	GO:0046872
jg7623	GO:0001883
jg7623	GO:0016818
jg7623	GO:0017076
jg7623	GO:0032549
jg7623	GO:0032555
jg7623	GO:0035639
jg6827	GO:0000095
jg6827	GO:0004842
jg6827	GO:0005342
jg6827	GO:0015075
jg6827	GO:0015211
jg6827	GO:0015932
jg6827	GO:0016802
jg6827	GO:0016881
jg6827	GO:0046872
jg26442	GO:0046872
jg6734	GO:0031406
jg19904	GO:0008194
jg19904	GO:0016758
jg5139	GO:0016616
jg13529	GO:0001883
jg13529	GO:0017076
jg13529	GO:0032549
jg13529	GO:0032555
jg13529	GO:0035639
jg13529	GO:0051117
jg31903	GO:0003677
jg1002	GO:0016747
jg1002	GO:0046872
jg33750	GO:0016799
jg20589	GO:0004553
jg20589	GO:0046872
jg24027	GO:0015075
jg4880	GO:0046872
jg7534	GO:0001883
jg7534	GO:0015631
jg7534	GO:0016880
jg7534	GO:0017076
jg7534	GO:0032549
jg7534	GO:0032555
jg7534	GO:0035639
jg34756	GO:0046872
jg17362	GO:0046872
jg21384	GO:0020037
jg21384	GO:0046872
jg17527	GO:0003723
jg29608	GO:0016758
jg29608	GO:0030414
jg29608	GO:0061135
jg25299	GO:0042578
jg25299	GO:0046872
jg15199	GO:0046872
jg16991	GO:0016857
jg25107	GO:0046872
jg5567	GO:0042578
jg25392	GO:0003677
jg25392	GO:0004518
jg25644	GO:0008168
jg25644	GO:0046872
jg3515	GO:0020037
jg3515	GO:0046872
jg24179	GO:0003723
jg24179	GO:0016779
jg24122	GO:0001883
jg24122	GO:0016818
jg24122	GO:0017076
jg24122	GO:0032549
jg24122	GO:0032555
jg24122	GO:0035639
jg27399	GO:0003755
jg34476	GO:0001883
jg34476	GO:0016301
jg34476	GO:0016773
jg34476	GO:0017076
jg34476	GO:0032549
jg34476	GO:0032555
jg34476	GO:0035639
jg13364	GO:0046872
jg11530	GO:0016868
jg11530	GO:0046872
jg3540	GO:0003677
jg5733	GO:0001883
jg5733	GO:0004842
jg5733	GO:0016881
jg5733	GO:0017076
jg5733	GO:0032549
jg5733	GO:0032555
jg5733	GO:0035639
jg24737	GO:0003677
jg6649	GO:0042578
jg23937	GO:0016831
jg2628	GO:0016747
jg34793	GO:0016790
jg26941	GO:0001883
jg26941	GO:0003677
jg26941	GO:0003906
jg26941	GO:0016628
jg26941	GO:0016668
jg26941	GO:0016799
jg26941	GO:0016818
jg26941	GO:0017076
jg26941	GO:0032549
jg26941	GO:0032555
jg26941	GO:0035639
jg26941	GO:0046872
jg25245	GO:0004553
jg25245	GO:0016758
jg14541	GO:0046872
jg14541	GO:0070011
jg24703	GO:0001883
jg24703	GO:0017076
jg24703	GO:0032549
jg24703	GO:0032555
jg24703	GO:0035639
jg17575	GO:0015075
jg17575	GO:0015267
jg17575	GO:0017076
jg17575	GO:0022838
jg17575	GO:0030551
jg17575	GO:0030552
jg17575	GO:0030553
jg17575	GO:0032555
jg11512	GO:0070011
jg18974	GO:0016301
jg20238	GO:0001883
jg20238	GO:0003723
jg20238	GO:0015075
jg20238	GO:0015399
jg20238	GO:0016818
jg20238	GO:0016820
jg20238	GO:0017076
jg20238	GO:0032549
jg20238	GO:0032555
jg20238	GO:0035639
jg20238	GO:0046872
jg26133	GO:0008194
jg26133	GO:0016758
jg7239	GO:0008168
jg7239	GO:0016742
jg7957	GO:0001883
jg7957	GO:0003723
jg7957	GO:0016301
jg7957	GO:0016773
jg7957	GO:0017076
jg7957	GO:0032549
jg7957	GO:0032555
jg7957	GO:0035639
jg7957	GO:0046872
jg18992	GO:0001883
jg18992	GO:0016301
jg18992	GO:0016773
jg18992	GO:0017076
jg18992	GO:0032549
jg18992	GO:0032555
jg18992	GO:0035639
jg7333	GO:0008194
jg7333	GO:0016758
jg15981	GO:0015075
jg15981	GO:0015291
jg15981	GO:0016301
jg15981	GO:0016773
jg15981	GO:0016775
jg15622	GO:0020037
jg15622	GO:0046872
jg26964	GO:0008760
jg23528	GO:0016168
jg2624	GO:0003723
jg17189	GO:0003723
jg17189	GO:0043022
jg6872	GO:0016878
jg1570	GO:0001883
jg1570	GO:0016301
jg1570	GO:0016773
jg1570	GO:0017076
jg1570	GO:0032549
jg1570	GO:0032555
jg1570	GO:0035639
jg1570	GO:0046872
jg15877	GO:0016831
jg15877	GO:0046872
jg16965	GO:0016758
jg16965	GO:0030414
jg16965	GO:0061135
jg1661	GO:0001883
jg1661	GO:0016301
jg1661	GO:0016773
jg1661	GO:0017076
jg1661	GO:0032549
jg1661	GO:0032555
jg1661	GO:0035639
jg1661	GO:0046872
jg15519	GO:0016747
jg15519	GO:0016790
jg15519	GO:0044620
jg16378	GO:0003677
jg18437	GO:0042578
jg26554	GO:0020037
jg26554	GO:0046872
jg25183	GO:0003723
jg25183	GO:0005048
jg25183	GO:0008168
jg25183	GO:0008483
jg22081	GO:0016884
jg28381	GO:0001883
jg28381	GO:0003713
jg28381	GO:0003723
jg28381	GO:0016301
jg28381	GO:0016773
jg28381	GO:0016776
jg28381	GO:0016818
jg28381	GO:0016823
jg28381	GO:0017076
jg28381	GO:0032549
jg28381	GO:0032555
jg28381	GO:0035639
jg28381	GO:0050334
jg28381	GO:0051427
jg28381	GO:0061505
jg12679	GO:0046872
jg20511	GO:0001883
jg20511	GO:0016881
jg20511	GO:0017076
jg20511	GO:0032549
jg20511	GO:0032555
jg20511	GO:0035639
jg28061	GO:0001883
jg28061	GO:0008236
jg28061	GO:0016298
jg28061	GO:0017076
jg28061	GO:0032549
jg28061	GO:0032555
jg28061	GO:0035639
jg28061	GO:0070011
jg7480	GO:0005087
jg7480	GO:0015631
jg7480	GO:0030695
jg7480	GO:0051020
jg7919	GO:0070011
jg9483	GO:0015075
jg9483	GO:0015399
jg9483	GO:0015631
jg9483	GO:0016818
jg9483	GO:0016820
jg9530	GO:0035091
jg7521	GO:0001883
jg7521	GO:0003677
jg7521	GO:0003723
jg7521	GO:0016301
jg7521	GO:0016616
jg7521	GO:0016773
jg7521	GO:0016779
jg7521	GO:0017076
jg7521	GO:0032549
jg7521	GO:0032555
jg7521	GO:0035091
jg7521	GO:0035639
jg7521	GO:0051020
jg26988	GO:0015075
jg26988	GO:0016676
jg26988	GO:0046872
jg27685	GO:0004518
jg6480	GO:0046872
jg15589	GO:0004553
jg34430	GO:0003677
jg34430	GO:0004518
jg34430	GO:0016779
jg15729	GO:0008483
jg34720	GO:0046872
jg4170	GO:0016301
jg4170	GO:0016773
jg4170	GO:0016775
jg4170	GO:0046872
jg27134	GO:0003677
jg27134	GO:0046872
jg3340	GO:0001883
jg3340	GO:0003677
jg3340	GO:0016818
jg3340	GO:0017076
jg3340	GO:0032549
jg3340	GO:0032555
jg3340	GO:0035639
jg105	GO:0015075
jg4860	GO:0001883
jg4860	GO:0017076
jg4860	GO:0032549
jg4860	GO:0032555
jg4860	GO:0035639
jg7996	GO:0001883
jg7996	GO:0015399
jg7996	GO:0016818
jg7996	GO:0016820
jg7996	GO:0017076
jg7996	GO:0032549
jg7996	GO:0032555
jg7996	GO:0035639
jg2026	GO:0003723
jg2026	GO:0009982
jg5904	GO:0016301
jg5904	GO:0016773
jg23824	GO:0070011
jg28035	GO:0070011
jg8627	GO:0004553
jg6925	GO:0046872
jg33592	GO:0003677
jg33592	GO:0046872
jg32828	GO:0015036
jg32828	GO:0016862
jg32828	GO:0016864
jg16451	GO:0003677
jg16451	GO:0043130
jg16451	GO:0070628
jg28285	GO:0008168
jg17105	GO:0046872
jg27471	GO:0015075
jg27471	GO:0015291
jg4556	GO:0001883
jg4556	GO:0003677
jg4556	GO:0016790
jg4556	GO:0016818
jg4556	GO:0017076
jg4556	GO:0032549
jg4556	GO:0032555
jg4556	GO:0043531
jg4556	GO:0046872
jg4556	GO:0070011
jg2340	GO:0016899
jg2340	GO:0046872
jg27157	GO:0003677
jg1270	GO:0005342
jg1270	GO:0015075
jg19983	GO:0003677
jg30436	GO:0003677
jg3558	GO:0016635
jg3558	GO:0016719
jg23708	GO:0015075
jg23708	GO:0015291
jg23708	GO:0015665
jg36960	GO:0015075
jg36960	GO:0046872
jg18401	GO:0001883
jg18401	GO:0016301
jg18401	GO:0016773
jg18401	GO:0017076
jg18401	GO:0032549
jg18401	GO:0032555
jg18401	GO:0035639
jg18401	GO:0046872
jg21165	GO:0001883
jg21165	GO:0003723
jg21165	GO:0016818
jg21165	GO:0017076
jg21165	GO:0032549
jg21165	GO:0032555
jg21165	GO:0035639
jg9573	GO:0016301
jg9573	GO:0016773
jg18783	GO:0003723
jg18783	GO:0042578
jg18783	GO:0046872
jg21321	GO:0001883
jg21321	GO:0016301
jg21321	GO:0016773
jg21321	GO:0017076
jg21321	GO:0032549
jg21321	GO:0032555
jg21321	GO:0035639
jg7247	GO:0015075
jg7247	GO:0015267
jg7247	GO:0016620
jg7247	GO:0016747
jg7247	GO:0022838
