Query	GO:EggNOG GO Biological
jg10213	GO:0034645
jg10213	GO:0044267
jg26115	GO:0006811
jg26115	GO:0008643
jg26115	GO:0015748
jg26115	GO:0051707
jg26115	GO:0055085
jg26115	GO:0071702
jg26115	GO:0071705
jg26115	GO:1901264
jg8818	GO:0006811
jg8818	GO:0055085
jg8818	GO:0071805
jg20642	GO:0006643
jg20642	GO:0006665
jg20642	GO:0006796
jg20642	GO:0006921
jg20642	GO:0006997
jg20642	GO:0007166
jg20642	GO:0007186
jg20642	GO:0012501
jg20642	GO:0030258
jg17427	GO:0009416
jg17427	GO:0009892
jg17427	GO:0019684
jg17427	GO:0031323
jg17427	GO:0048523
jg17427	GO:0051707
jg17427	GO:0060255
jg17427	GO:0065003
jg17427	GO:0071822
jg17427	GO:0080090
jg20773	GO:0009116
jg20773	GO:0010467
jg20773	GO:0016070
jg20773	GO:0018130
jg20773	GO:0019438
jg20773	GO:0034654
jg20773	GO:0043412
jg20773	GO:0044271
jg20773	GO:0090304
jg20773	GO:1901137
jg20773	GO:1901362
jg20773	GO:1901566
jg20773	GO:1901659
jg6890	GO:0009791
jg6890	GO:0010467
jg6890	GO:0016070
jg6890	GO:0048731
jg6890	GO:0090304
jg3560	GO:0006720
jg3560	GO:0008299
jg3560	GO:0008610
jg3560	GO:0046148
jg21867	GO:0006811
jg21867	GO:0048878
jg21867	GO:0055085
jg21867	GO:0071805
jg14163	GO:0006732
jg14163	GO:0006760
jg14163	GO:0008652
jg14163	GO:0016053
jg14163	GO:0018130
jg14163	GO:0019438
jg14163	GO:0042558
jg14163	GO:0043436
jg14163	GO:0044271
jg14163	GO:0044283
jg14163	GO:0051188
jg14163	GO:1901362
jg14163	GO:1901566
jg14163	GO:1901605
jg29576	GO:0034613
jg29576	GO:0045185
jg30439	GO:0005996
jg30439	GO:0006732
jg30439	GO:0006740
jg30439	GO:0006753
jg30439	GO:0006796
jg30439	GO:0009081
jg30439	GO:0016052
jg30439	GO:0043436
jg30439	GO:0044724
jg30439	GO:0072524
jg30439	GO:1901605
jg13032	GO:0009059
jg13032	GO:0010467
jg13032	GO:0034645
jg13032	GO:0044267
jg14061	GO:0006811
jg14061	GO:0008544
jg14061	GO:0008643
jg14061	GO:0009791
jg14061	GO:0010015
jg14061	GO:0015748
jg14061	GO:0030154
jg14061	GO:0048469
jg14061	GO:0048513
jg14061	GO:0048731
jg14061	GO:0055085
jg14061	GO:0060429
jg14061	GO:0071702
jg14061	GO:0071705
jg14061	GO:1901264
jg7156	GO:0006066
jg7156	GO:0008202
jg7156	GO:0008610
jg7156	GO:0016125
jg7156	GO:0044283
jg7156	GO:1901362
jg7156	GO:1901617
jg14439	GO:0006259
jg14439	GO:0007005
jg14439	GO:0009059
jg14439	GO:0009657
jg14439	GO:0034645
jg14439	GO:0090304
jg14228	GO:0002164
jg14228	GO:0006119
jg14228	GO:0006259
jg14228	GO:0006753
jg14228	GO:0006796
jg14228	GO:0009059
jg14228	GO:0009112
jg14228	GO:0009116
jg14228	GO:0009262
jg14228	GO:0009790
jg14228	GO:0009791
jg14228	GO:0010038
jg14228	GO:0012501
jg14228	GO:0015949
jg14228	GO:0018130
jg14228	GO:0019438
jg14228	GO:0019439
jg14228	GO:0019692
jg14228	GO:0019693
jg14228	GO:0030154
jg14228	GO:0034645
jg14228	GO:0034654
jg14228	GO:0034655
jg14228	GO:0040009
jg14228	GO:0040014
jg14228	GO:0040023
jg14228	GO:0043094
jg14228	GO:0044270
jg14228	GO:0044271
jg14228	GO:0045927
jg14228	GO:0046434
jg14228	GO:0046700
jg14228	GO:0048513
jg14228	GO:0048731
jg14228	GO:0048806
jg14228	GO:0051240
jg14228	GO:0051647
jg14228	GO:0072521
jg14228	GO:0090304
jg14228	GO:0090407
jg14228	GO:0097066
jg14228	GO:1901136
jg14228	GO:1901137
jg14228	GO:1901292
jg14228	GO:1901293
jg14228	GO:1901361
jg14228	GO:1901362
jg14228	GO:1901565
jg14228	GO:1901566
jg14228	GO:1901658
jg14228	GO:1901659
jg16020	GO:0001558
jg16020	GO:0006796
jg16020	GO:0007389
jg16020	GO:0008544
jg16020	GO:0009664
jg16020	GO:0009791
jg16020	GO:0009886
jg16020	GO:0009887
jg16020	GO:0009965
jg16020	GO:0010016
jg16020	GO:0010103
jg16020	GO:0022603
jg16020	GO:0036211
jg16020	GO:0042044
jg16020	GO:0043412
jg16020	GO:0044267
jg16020	GO:0048229
jg16020	GO:0048513
jg16020	GO:0048731
jg16020	GO:0048827
jg16020	GO:0051128
jg16020	GO:0051302
jg16020	GO:0051707
jg16020	GO:2000026
jg5164	GO:0009059
jg5164	GO:0010467
jg5164	GO:0034645
jg5164	GO:0044267
jg7609	GO:0006796
jg7609	GO:0022603
jg7609	GO:0036211
jg7609	GO:0043412
jg7609	GO:0044267
jg7609	GO:2000026
jg20305	GO:0006259
jg20305	GO:0009059
jg20305	GO:0034645
jg20305	GO:0090304
jg5627	GO:0006259
jg5627	GO:0090304
jg7847	GO:0006796
jg7847	GO:0036211
jg7847	GO:0043412
jg7847	GO:0044267
jg32631	GO:0009889
jg32631	GO:0031323
jg32631	GO:0051171
jg32631	GO:0060255
jg32631	GO:0080090
jg32631	GO:0090304
jg15999	GO:0042044
jg15999	GO:0055085
jg24071	GO:0001558
jg24071	GO:0006753
jg24071	GO:0006796
jg24071	GO:0009059
jg24071	GO:0009100
jg24071	GO:0009116
jg24071	GO:0009651
jg24071	GO:0009737
jg24071	GO:0010119
jg24071	GO:0019439
jg24071	GO:0019693
jg24071	GO:0022603
jg24071	GO:0032870
jg24071	GO:0033993
jg24071	GO:0034645
jg24071	GO:0034655
jg24071	GO:0036211
jg24071	GO:0043412
jg24071	GO:0043413
jg24071	GO:0044267
jg24071	GO:0044270
jg24071	GO:0046434
jg24071	GO:0046700
jg24071	GO:0048638
jg24071	GO:0051049
jg24071	GO:0051128
jg24071	GO:0071310
jg24071	GO:0072521
jg24071	GO:0097305
jg24071	GO:1901136
jg24071	GO:1901137
jg24071	GO:1901292
jg24071	GO:1901361
jg24071	GO:1901565
jg24071	GO:1901658
jg24071	GO:1901701
jg15225	GO:0009063
jg15225	GO:0009072
jg15225	GO:0009416
jg15225	GO:0009699
jg15225	GO:0009803
jg15225	GO:0009808
jg15225	GO:0009819
jg15225	GO:0016053
jg15225	GO:0016054
jg15225	GO:0019438
jg15225	GO:0019439
jg15225	GO:0042537
jg15225	GO:0043436
jg15225	GO:0044282
jg15225	GO:0044283
jg15225	GO:0044550
jg15225	GO:0046271
jg15225	GO:0048229
jg15225	GO:1901361
jg15225	GO:1901362
jg15225	GO:1901565
jg15225	GO:1901605
jg15225	GO:1901616
jg1723	GO:0006732
jg1723	GO:0006766
jg1723	GO:0009110
jg1723	GO:0010189
jg1723	GO:0018130
jg1723	GO:0042181
jg1723	GO:0042362
jg1723	GO:0044283
jg1723	GO:0051188
jg1723	GO:1901362
jg1723	GO:1901661
jg14427	GO:0006508
jg14427	GO:0006869
jg14427	GO:0048229
jg14427	GO:0071702
jg1919	GO:0015031
jg1919	GO:0016482
jg1919	GO:0034613
jg1919	GO:0045184
jg1919	GO:0071702
jg8273	GO:0000236
jg8273	GO:0000302
jg8273	GO:0002165
jg8273	GO:0006259
jg8273	GO:0006839
jg8273	GO:0006887
jg8273	GO:0007005
jg8273	GO:0007006
jg8273	GO:0007166
jg8273	GO:0007552
jg8273	GO:0007599
jg8273	GO:0007602
jg8273	GO:0008643
jg8273	GO:0009059
jg8273	GO:0009416
jg8273	GO:0009583
jg8273	GO:0009585
jg8273	GO:0009626
jg8273	GO:0009741
jg8273	GO:0009790
jg8273	GO:0009791
jg8273	GO:0009886
jg8273	GO:0009892
jg8273	GO:0009894
jg8273	GO:0009966
jg8273	GO:0010017
jg8273	GO:0010038
jg8273	GO:0010646
jg8273	GO:0010941
jg8273	GO:0012501
jg8273	GO:0014070
jg8273	GO:0015031
jg8273	GO:0016192
jg8273	GO:0016477
jg8273	GO:0016482
jg8273	GO:0017038
jg8273	GO:0019048
jg8273	GO:0019058
jg8273	GO:0019061
jg8273	GO:0022402
jg8273	GO:0022612
jg8273	GO:0023057
jg8273	GO:0030522
jg8273	GO:0031323
jg8273	GO:0031667
jg8273	GO:0032870
jg8273	GO:0032880
jg8273	GO:0033993
jg8273	GO:0034097
jg8273	GO:0034389
jg8273	GO:0034599
jg8273	GO:0034613
jg8273	GO:0034645
jg8273	GO:0036211
jg8273	GO:0036293
jg8273	GO:0042060
jg8273	GO:0042542
jg8273	GO:0043086
jg8273	GO:0043412
jg8273	GO:0043902
jg8273	GO:0043903
jg8273	GO:0044267
jg8273	GO:0045184
jg8273	GO:0046903
jg8273	GO:0048513
jg8273	GO:0048522
jg8273	GO:0048523
jg8273	GO:0048545
jg8273	GO:0048585
jg8273	GO:0048731
jg8273	GO:0050792
jg8273	GO:0051049
jg8273	GO:0051050
jg8273	GO:0051051
jg8273	GO:0051128
jg8273	GO:0051169
jg8273	GO:0051171
jg8273	GO:0051236
jg8273	GO:0051336
jg8273	GO:0051338
jg8273	GO:0051701
jg8273	GO:0051707
jg8273	GO:0051817
jg8273	GO:0052192
jg8273	GO:0055085
jg8273	GO:0060255
jg8273	GO:0060341
jg8273	GO:0071241
jg8273	GO:0071243
jg8273	GO:0071310
jg8273	GO:0071478
jg8273	GO:0071702
jg8273	GO:0071705
jg8273	GO:0080090
jg8273	GO:0090304
jg8273	GO:0097305
jg8273	GO:1901701
jg33913	GO:0009059
jg33913	GO:0009416
jg33913	GO:0009889
jg33913	GO:0010467
jg33913	GO:0016070
jg33913	GO:0018130
jg33913	GO:0019438
jg33913	GO:0031323
jg33913	GO:0034645
jg33913	GO:0034654
jg33913	GO:0044271
jg33913	GO:0051171
jg33913	GO:0060255
jg33913	GO:0071478
jg33913	GO:0080090
jg33913	GO:0090304
jg33913	GO:1901362
jg32765	GO:0010467
jg32765	GO:0016070
jg32765	GO:0090304
jg14852	GO:0006796
jg14852	GO:0036211
jg14852	GO:0043412
jg14852	GO:0044267
jg32727	GO:0006066
jg32727	GO:0008202
jg32727	GO:0009416
jg32727	GO:0009813
jg32727	GO:0016128
jg32727	GO:0046148
jg32727	GO:0051552
jg32727	GO:0051553
jg32727	GO:0051554
jg32727	GO:0051707
jg32727	GO:1901617
jg21529	GO:0006644
jg21529	GO:0006796
jg21529	GO:0008610
jg21529	GO:0008654
jg21529	GO:0009790
jg21529	GO:0009791
jg21529	GO:0045017
jg21529	GO:0046486
jg21529	GO:0048731
jg21529	GO:0090407
jg25825	GO:0009059
jg25825	GO:0009733
jg25825	GO:0009737
jg25825	GO:0009791
jg25825	GO:0009838
jg25825	GO:0009889
jg25825	GO:0009892
jg25825	GO:0009900
jg25825	GO:0010227
jg25825	GO:0010260
jg25825	GO:0010467
jg25825	GO:0016070
jg25825	GO:0018130
jg25825	GO:0019438
jg25825	GO:0031323
jg25825	GO:0032870
jg25825	GO:0033993
jg25825	GO:0034645
jg25825	GO:0034654
jg25825	GO:0042127
jg25825	GO:0044271
jg25825	GO:0048513
jg25825	GO:0048523
jg25825	GO:0048731
jg25825	GO:0048827
jg25825	GO:0051094
jg25825	GO:0051171
jg25825	GO:0051240
jg25825	GO:0060255
jg25825	GO:0071310
jg25825	GO:0080090
jg25825	GO:0090304
jg25825	GO:0097305
jg25825	GO:1901362
jg25825	GO:2000026
jg25825	GO:2000243
jg16092	GO:0000302
jg16092	GO:0034599
jg16092	GO:0042542
jg16092	GO:0042743
jg16092	GO:0042744
jg16092	GO:0051707
jg16092	GO:1901701
jg14177	GO:0009059
jg14177	GO:0010467
jg14177	GO:0034645
jg14177	GO:0044267
jg7871	GO:0006259
jg7871	GO:0006974
jg7871	GO:0009416
jg7871	GO:0090304
jg27336	GO:0046148
jg6173	GO:0005976
jg6173	GO:0009057
jg6173	GO:0016052
jg6173	GO:0042545
jg6173	GO:0043086
jg13198	GO:0001510
jg13198	GO:0010467
jg13198	GO:0016070
jg13198	GO:0030154
jg13198	GO:0042254
jg13198	GO:0043412
jg13198	GO:0090304
jg937	GO:0006796
jg937	GO:0016051
jg937	GO:0051707
jg14936	GO:0006796
jg14936	GO:0036211
jg14936	GO:0043412
jg14936	GO:0044267
jg34755	GO:0009889
jg34755	GO:0031323
jg34755	GO:0051171
jg34755	GO:0060255
jg34755	GO:0080090
jg7374	GO:0006732
jg7374	GO:0006760
jg7374	GO:0008652
jg7374	GO:0009072
jg7374	GO:0016053
jg7374	GO:0018130
jg7374	GO:0019438
jg7374	GO:0042537
jg7374	GO:0042558
jg7374	GO:0043436
jg7374	GO:0044271
jg7374	GO:0044283
jg7374	GO:0051188
jg7374	GO:1901362
jg7374	GO:1901566
jg7374	GO:1901605
jg18647	GO:0006259
jg18647	GO:0006753
jg18647	GO:0006796
jg18647	GO:0006974
jg18647	GO:0009116
jg18647	GO:0019439
jg18647	GO:0019693
jg18647	GO:0034655
jg18647	GO:0044270
jg18647	GO:0046434
jg18647	GO:0046700
jg18647	GO:0072521
jg18647	GO:0090304
jg18647	GO:1901136
jg18647	GO:1901292
jg18647	GO:1901361
jg18647	GO:1901565
jg18647	GO:1901658
jg37390	GO:0006259
jg37390	GO:0006306
jg37390	GO:0009059
jg37390	GO:0009308
jg37390	GO:0009889
jg37390	GO:0009892
jg37390	GO:0010467
jg37390	GO:0014070
jg37390	GO:0016070
jg37390	GO:0018130
jg37390	GO:0019438
jg37390	GO:0031323
jg37390	GO:0034645
jg37390	GO:0034654
jg37390	GO:0043331
jg37390	GO:0043412
jg37390	GO:0044271
jg37390	GO:0051171
jg37390	GO:0060255
jg37390	GO:0071310
jg37390	GO:0080090
jg37390	GO:0090304
jg37390	GO:1901362
jg37390	GO:1901699
jg29272	GO:0000226
jg29272	GO:0000278
jg29272	GO:0000910
jg29272	GO:0007010
jg29272	GO:0022402
jg29272	GO:0048285
jg14646	GO:0000302
jg14646	GO:0006972
jg14646	GO:0009416
jg14646	GO:0042542
jg14646	GO:0044267
jg26904	GO:0006796
jg26904	GO:0036211
jg26904	GO:0043412
jg26904	GO:0044267
jg26904	GO:0051707
jg34093	GO:0006637
jg34093	GO:0006732
jg34093	GO:0010038
jg34093	GO:0043436
jg34093	GO:0045333
jg5283	GO:0006753
jg5283	GO:0006796
jg5283	GO:0007018
jg5283	GO:0009059
jg5283	GO:0009116
jg5283	GO:0009889
jg5283	GO:0010038
jg5283	GO:0010467
jg5283	GO:0016070
jg5283	GO:0018130
jg5283	GO:0019438
jg5283	GO:0019439
jg5283	GO:0019693
jg5283	GO:0031323
jg5283	GO:0034645
jg5283	GO:0034654
jg5283	GO:0034655
jg5283	GO:0044270
jg5283	GO:0044271
jg5283	GO:0046434
jg5283	GO:0046700
jg5283	GO:0051171
jg5283	GO:0060255
jg5283	GO:0065003
jg5283	GO:0071258
jg5283	GO:0071822
jg5283	GO:0072521
jg5283	GO:0080090
jg5283	GO:0090304
jg5283	GO:1901136
jg5283	GO:1901292
jg5283	GO:1901361
jg5283	GO:1901362
jg5283	GO:1901565
jg5283	GO:1901658
jg1749	GO:0005996
jg1749	GO:0006766
jg1749	GO:0009110
jg1749	GO:0016051
jg1749	GO:0016053
jg1749	GO:0042364
jg1749	GO:0043436
jg1749	GO:0044283
jg14649	GO:0001510
jg14649	GO:0006259
jg14649	GO:0007602
jg14649	GO:0009059
jg14649	GO:0009416
jg14649	GO:0009583
jg14649	GO:0009585
jg14649	GO:0009733
jg14649	GO:0009737
jg14649	GO:0009791
jg14649	GO:0009889
jg14649	GO:0010017
jg14649	GO:0010031
jg14649	GO:0010119
jg14649	GO:0010228
jg14649	GO:0010467
jg14649	GO:0016070
jg14649	GO:0018130
jg14649	GO:0019438
jg14649	GO:0031323
jg14649	GO:0032989
jg14649	GO:0033993
jg14649	GO:0034645
jg14649	GO:0034654
jg14649	GO:0043412
jg14649	GO:0044271
jg14649	GO:0048573
jg14649	GO:0048731
jg14649	GO:0051171
jg14649	GO:0060255
jg14649	GO:0071478
jg14649	GO:0080090
jg14649	GO:0090304
jg14649	GO:0097305
jg14649	GO:1901362
jg14649	GO:2000026
jg24937	GO:0006720
jg24937	GO:0008299
jg24937	GO:0008610
jg24937	GO:0009657
jg24937	GO:0046148
jg15350	GO:0006796
jg15350	GO:0036211
jg15350	GO:0043412
jg15350	GO:0044267
jg21735	GO:0005996
jg21735	GO:0009416
jg21735	GO:0009743
jg21735	GO:0016051
jg108	GO:0006066
jg108	GO:0006071
jg108	GO:0006637
jg108	GO:0006638
jg108	GO:0006643
jg108	GO:0006644
jg108	GO:0006665
jg108	GO:0006732
jg108	GO:0006796
jg108	GO:0007498
jg108	GO:0008610
jg108	GO:0008654
jg108	GO:0009790
jg108	GO:0019915
jg108	GO:0022600
jg108	GO:0033993
jg108	GO:0034381
jg108	GO:0045017
jg108	GO:0046460
jg108	GO:0046486
jg108	GO:0048477
jg108	GO:0048513
jg108	GO:0048731
jg108	GO:0048878
jg108	GO:0050892
jg108	GO:0055082
jg108	GO:0061448
jg108	GO:0070542
jg108	GO:0071310
jg108	GO:0090407
jg108	GO:1901701
jg58	GO:0006796
jg58	GO:0008652
jg58	GO:0016053
jg58	GO:0018130
jg58	GO:0019438
jg58	GO:0036211
jg58	GO:0043412
jg58	GO:0043436
jg58	GO:0044267
jg58	GO:0044283
jg58	GO:0052803
jg58	GO:1901362
jg58	GO:1901566
jg58	GO:1901605
jg34308	GO:0009889
jg34308	GO:0031323
jg34308	GO:0051171
jg34308	GO:0060255
jg34308	GO:0080090
jg15967	GO:0006259
jg15967	GO:0006974
jg15967	GO:0007602
jg15967	GO:0009416
jg15967	GO:0009583
jg15967	GO:0009585
jg15967	GO:0010017
jg15967	GO:0048585
jg15967	GO:0051093
jg15967	GO:0051241
jg15967	GO:0071478
jg15967	GO:0090304
jg15967	GO:2000026
jg24398	GO:0006259
jg24398	GO:0009059
jg24398	GO:0034645
jg24398	GO:0090304
jg14868	GO:0000226
jg14868	GO:0000278
jg14868	GO:0000743
jg14868	GO:0000910
jg14868	GO:0001508
jg14868	GO:0001966
jg14868	GO:0002164
jg14868	GO:0006753
jg14868	GO:0006778
jg14868	GO:0006783
jg14868	GO:0006796
jg14868	GO:0006887
jg14868	GO:0006997
jg14868	GO:0007005
jg14868	GO:0007010
jg14868	GO:0007018
jg14868	GO:0007019
jg14868	GO:0007031
jg14868	GO:0007126
jg14868	GO:0007127
jg14868	GO:0007599
jg14868	GO:0007638
jg14868	GO:0009116
jg14868	GO:0009790
jg14868	GO:0009791
jg14868	GO:0010259
jg14868	GO:0010941
jg14868	GO:0012501
jg14868	GO:0015031
jg14868	GO:0016192
jg14868	GO:0016477
jg14868	GO:0016482
jg14868	GO:0017038
jg14868	GO:0018130
jg14868	GO:0019226
jg14868	GO:0019438
jg14868	GO:0019439
jg14868	GO:0019693
jg14868	GO:0019730
jg14868	GO:0019915
jg14868	GO:0021603
jg14868	GO:0022402
jg14868	GO:0022603
jg14868	GO:0030010
jg14868	GO:0030154
jg14868	GO:0030705
jg14868	GO:0031122
jg14868	GO:0031503
jg14868	GO:0032984
jg14868	GO:0032989
jg14868	GO:0033013
jg14868	GO:0034097
jg14868	GO:0034613
jg14868	GO:0034655
jg14868	GO:0035556
jg14868	GO:0040009
jg14868	GO:0040017
jg14868	GO:0040023
jg14868	GO:0042060
jg14868	GO:0043574
jg14868	GO:0043935
jg14868	GO:0044267
jg14868	GO:0044270
jg14868	GO:0044271
jg14868	GO:0045046
jg14868	GO:0045184
jg14868	GO:0045927
jg14868	GO:0046148
jg14868	GO:0046160
jg14868	GO:0046434
jg14868	GO:0046700
jg14868	GO:0046903
jg14868	GO:0048285
jg14868	GO:0048523
jg14868	GO:0048729
jg14868	GO:0048731
jg14868	GO:0051084
jg14868	GO:0051128
jg14868	GO:0051188
jg14868	GO:0051276
jg14868	GO:0051298
jg14868	GO:0051302
jg14868	GO:0051642
jg14868	GO:0051646
jg14868	GO:0051647
jg14868	GO:0051707
jg14868	GO:0051726
jg14868	GO:0055085
jg14868	GO:0060429
jg14868	GO:0065003
jg14868	GO:0070925
jg14868	GO:0071310
jg14868	GO:0071702
jg14868	GO:0071822
jg14868	GO:0072384
jg14868	GO:0072521
jg14868	GO:1901136
jg14868	GO:1901292
jg14868	GO:1901361
jg14868	GO:1901362
jg14868	GO:1901565
jg14868	GO:1901566
jg14868	GO:1901658
jg22747	GO:0009416
jg22747	GO:0009638
jg22747	GO:0030522
jg22747	GO:0036211
jg22747	GO:0043412
jg22747	GO:0044267
jg22747	GO:0071478
jg14788	GO:0016042
jg6470	GO:0000302
jg6470	GO:0000304
jg6470	GO:0006259
jg6470	GO:0006508
jg6470	GO:0006753
jg6470	GO:0006796
jg6470	GO:0006811
jg6470	GO:0006869
jg6470	GO:0006972
jg6470	GO:0006974
jg6470	GO:0007231
jg6470	GO:0007602
jg6470	GO:0008361
jg6470	GO:0009059
jg6470	GO:0009063
jg6470	GO:0009116
jg6470	GO:0009267
jg6470	GO:0009308
jg6470	GO:0009416
jg6470	GO:0009583
jg6470	GO:0009585
jg6470	GO:0009651
jg6470	GO:0009690
jg6470	GO:0009720
jg6470	GO:0009723
jg6470	GO:0009733
jg6470	GO:0009735
jg6470	GO:0009737
jg6470	GO:0009739
jg6470	GO:0009743
jg6470	GO:0009790
jg6470	GO:0009889
jg6470	GO:0009892
jg6470	GO:0009893
jg6470	GO:0009894
jg6470	GO:0009966
jg6470	GO:0010015
jg6470	GO:0010017
jg6470	GO:0010038
jg6470	GO:0010087
jg6470	GO:0010119
jg6470	GO:0010260
jg6470	GO:0010467
jg6470	GO:0010646
jg6470	GO:0012501
jg6470	GO:0015748
jg6470	GO:0016053
jg6470	GO:0016054
jg6470	GO:0016070
jg6470	GO:0016999
jg6470	GO:0017000
jg6470	GO:0018130
jg6470	GO:0019438
jg6470	GO:0019439
jg6470	GO:0019693
jg6470	GO:0022402
jg6470	GO:0022603
jg6470	GO:0023014
jg6470	GO:0023057
jg6470	GO:0030154
jg6470	GO:0030653
jg6470	GO:0031137
jg6470	GO:0031323
jg6470	GO:0031667
jg6470	GO:0031669
jg6470	GO:0032870
jg6470	GO:0033993
jg6470	GO:0034305
jg6470	GO:0034599
jg6470	GO:0034605
jg6470	GO:0034645
jg6470	GO:0034654
jg6470	GO:0034655
jg6470	GO:0035556
jg6470	GO:0035690
jg6470	GO:0036211
jg6470	GO:0042316
jg6470	GO:0042542
jg6470	GO:0042545
jg6470	GO:0042743
jg6470	GO:0043086
jg6470	GO:0043412
jg6470	GO:0043436
jg6470	GO:0043455
jg6470	GO:0043603
jg6470	GO:0043935
jg6470	GO:0043937
jg6470	GO:0044106
jg6470	GO:0044267
jg6470	GO:0044270
jg6470	GO:0044271
jg6470	GO:0044272
jg6470	GO:0044282
jg6470	GO:0044283
jg6470	GO:0044550
jg6470	GO:0046434
jg6470	GO:0046700
jg6470	GO:0046999
jg6470	GO:0048513
jg6470	GO:0048522
jg6470	GO:0048523
jg6470	GO:0048585
jg6470	GO:0048731
jg6470	GO:0048827
jg6470	GO:0048878
jg6470	GO:0050665
jg6470	GO:0051049
jg6470	GO:0051051
jg6470	GO:0051171
jg6470	GO:0051336
jg6470	GO:0051338
jg6470	GO:0051707
jg6470	GO:0051726
jg6470	GO:0052482
jg6470	GO:0052542
jg6470	GO:0052543
jg6470	GO:0052545
jg6470	GO:0055085
jg6470	GO:0060255
jg6470	GO:0070417
jg6470	GO:0071241
jg6470	GO:0071310
jg6470	GO:0071470
jg6470	GO:0071478
jg6470	GO:0071702
jg6470	GO:0072339
jg6470	GO:0072348
jg6470	GO:0072521
jg6470	GO:0080090
jg6470	GO:0080134
jg6470	GO:0080135
jg6470	GO:0090304
jg6470	GO:0097305
jg6470	GO:1901136
jg6470	GO:1901292
jg6470	GO:1901361
jg6470	GO:1901362
jg6470	GO:1901565
jg6470	GO:1901566
jg6470	GO:1901605
jg6470	GO:1901658
jg6470	GO:1901701
jg6470	GO:2000026
jg14209	GO:0009059
jg14209	GO:0009889
jg14209	GO:0010467
jg14209	GO:0016070
jg14209	GO:0018130
jg14209	GO:0019438
jg14209	GO:0031323
jg14209	GO:0034645
jg14209	GO:0034654
jg14209	GO:0044271
jg14209	GO:0051171
jg14209	GO:0060255
jg14209	GO:0080090
jg14209	GO:0090304
jg14209	GO:1901362
jg37425	GO:0055085
jg5433	GO:0009059
jg5433	GO:0009791
jg5433	GO:0010467
jg5433	GO:0016070
jg5433	GO:0034645
jg5433	GO:0043038
jg5433	GO:0043436
jg5433	GO:0044267
jg5433	GO:0048513
jg5433	GO:0048731
jg5433	GO:0048827
jg5433	GO:0090304
jg27444	GO:0006796
jg27444	GO:0007126
jg27444	GO:0009791
jg27444	GO:0009886
jg27444	GO:0009887
jg27444	GO:0010234
jg27444	GO:0022402
jg27444	GO:0030154
jg27444	GO:0036211
jg27444	GO:0043412
jg27444	GO:0044267
jg27444	GO:0048229
jg27444	GO:0048236
jg27444	GO:0048444
jg27444	GO:0048449
jg27444	GO:0048513
jg27444	GO:0048563
jg27444	GO:0048645
jg27444	GO:0048657
jg27444	GO:0048658
jg27444	GO:0048731
jg27444	GO:0048827
jg23765	GO:0005996
jg23765	GO:0006002
jg23765	GO:0006796
jg23765	GO:0009790
jg23765	GO:0009791
jg23765	GO:0010038
jg23765	GO:0016052
jg23765	GO:0044724
jg23765	GO:0046835
jg23765	GO:0048731
jg7211	GO:0009059
jg7211	GO:0010038
jg7211	GO:0010467
jg7211	GO:0034645
jg7211	GO:0044267
jg14834	GO:0006259
jg14834	GO:0006796
jg14834	GO:0006974
jg14834	GO:0010212
jg14834	GO:0022402
jg14834	GO:0023014
jg14834	GO:0036211
jg14834	GO:0043412
jg14834	GO:0044267
jg14834	GO:0051276
jg14834	GO:0090304
jg18267	GO:0051707
jg18267	GO:0090304
jg28001	GO:0005976
jg28001	GO:0009059
jg28001	GO:0016051
jg5684	GO:0010467
jg5684	GO:0016070
jg5684	GO:0090304
jg35729	GO:0010467
jg35729	GO:0016070
jg35729	GO:0090304
jg21452	GO:0000212
jg21452	GO:0000226
jg21452	GO:0000910
jg21452	GO:0002164
jg21452	GO:0006836
jg21452	GO:0006887
jg21452	GO:0007010
jg21452	GO:0007126
jg21452	GO:0007127
jg21452	GO:0007135
jg21452	GO:0007281
jg21452	GO:0007286
jg21452	GO:0008406
jg21452	GO:0009790
jg21452	GO:0009791
jg21452	GO:0010171
jg21452	GO:0010467
jg21452	GO:0015031
jg21452	GO:0016070
jg21452	GO:0016192
jg21452	GO:0016477
jg21452	GO:0016482
jg21452	GO:0019226
jg21452	GO:0022402
jg21452	GO:0023061
jg21452	GO:0030011
jg21452	GO:0030154
jg21452	GO:0031503
jg21452	GO:0032506
jg21452	GO:0032886
jg21452	GO:0032989
jg21452	GO:0033206
jg21452	GO:0034613
jg21452	GO:0040009
jg21452	GO:0040014
jg21452	GO:0045137
jg21452	GO:0045184
jg21452	GO:0045927
jg21452	GO:0046903
jg21452	GO:0048513
jg21452	GO:0048523
jg21452	GO:0048731
jg21452	GO:0051128
jg21452	GO:0051240
jg21452	GO:0051648
jg21452	GO:0051650
jg21452	GO:0051726
jg21452	GO:0060429
jg21452	GO:0061245
jg21452	GO:0065003
jg21452	GO:0071702
jg21452	GO:0071822
jg21452	GO:0071826
jg21452	GO:0090304
jg6705	GO:0006631
jg6705	GO:0006984
jg6705	GO:0010941
jg6705	GO:0012501
jg6705	GO:0034976
jg6705	GO:0043436
jg6705	GO:0048523
jg26231	GO:0009894
jg26231	GO:0009966
jg26231	GO:0010646
jg26231	GO:0031323
jg26231	GO:0043085
jg26231	GO:0051171
jg26231	GO:0051336
jg26231	GO:0080090
jg24705	GO:0009059
jg24705	GO:0010467
jg24705	GO:0016070
jg24705	GO:0018130
